Epoch,Train_Loss,Train_ACC,Train_ASR,Train_R-ACC,Test_Loss_cl,Test_ACC,Test_Loss_bd,Test_ASR,Test_R-ACC
0,1.4467338889151278,47.14399719238281,88.86666870117188,39.47200012207031,1.2359957359206508,55.66666793823242,0.0030534247783525897,99.92222595214844,0.011111111380159855
1,1.0258423186019254,63.447998046875,98.95555877685547,54.573997497558594,1.0290813093454065,63.266666412353516,0.008587533887639694,99.78888702392578,0.08888889104127884
2,0.8784446255935122,68.69599914550781,99.24444580078125,59.78799819946289,0.9827299907173909,65.05555725097656,0.011180052216511452,99.65555572509766,0.13333334028720856
3,0.7742882665160977,72.66999816894531,99.20000457763672,63.779998779296875,0.9095884267712983,68.66666412353516,0.012107264128362787,99.63333129882812,0.25555557012557983
4,0.7020533120693149,75.50799560546875,99.4000015258789,66.59199523925781,0.8569464188226512,70.33333587646484,0.0038150574197881185,99.87777709960938,0.06666667014360428
5,0.6388744215678681,77.67599487304688,99.44444274902344,68.75199890136719,0.7242246895608767,74.87777709960938,0.02512529980461769,99.18888854980469,0.5222222208976746
6,0.5883207757912023,79.53799438476562,99.53333282470703,70.60399627685547,0.6713697990061531,77.05555725097656,0.0013400391375235287,99.96666717529297,0.02222222276031971
7,0.548881469480217,80.63199615478516,99.62222290039062,71.68599700927734,0.7766467324444946,74.05555725097656,0.0008396121029762017,99.97777557373047,0.011111111380159855
8,0.5167122140259999,82.04399871826172,99.51111602783203,73.11000061035156,0.5738278455297712,80.24444580078125,0.009146884392918418,99.63333129882812,0.23333333432674408
9,0.4886487657609193,82.93199920654297,99.62222290039062,73.98999786376953,0.6057606137974162,79.5,0.006638760823054173,99.77777862548828,0.15555556118488312
10,0.4577535380182974,84.01599884033203,99.71111297607422,75.06199645996094,0.6122810467028282,79.37777709960938,0.0006915676653790916,99.97777557373047,0.011111111380159855
11,0.43765819541481144,85.0199966430664,99.62222290039062,76.0739974975586,0.5308897520454836,82.23333740234375,0.0010363249960159263,99.97777557373047,0.011111111380159855
12,0.4194048040968073,85.40399932861328,99.68888854980469,76.45800018310547,0.5385045002044087,82.03333282470703,0.004555792031552796,99.84444427490234,0.1111111119389534
13,0.3984319236882202,86.01200103759766,99.68888854980469,77.06199645996094,0.6024089556344798,80.37777709960938,0.0001391486133018605,100.0,0.0
14,0.38304698505365026,86.48199462890625,99.66666412353516,77.53399658203125,0.6064241436165823,79.80000305175781,0.001909309303282474,99.94444274902344,0.0555555559694767
15,0.36502290698116086,87.2959976196289,99.66666412353516,78.3479995727539,0.530569326499818,82.4111099243164,0.0201550876206479,99.34444427490234,0.42222222685813904
16,0.35080234767378443,87.71399688720703,99.62222290039062,78.77399444580078,0.5576561517278913,81.28888702392578,0.011081692806841039,99.63333129882812,0.25555557012557983
17,0.3382014193193382,88.25199890136719,99.77777862548828,79.29000091552734,0.5739606375425634,81.33333587646484,0.00046897712252400454,99.97777557373047,0.02222222276031971
18,0.3262210708597432,88.48600006103516,99.75555419921875,79.5199966430664,0.511244342360698,83.36666870117188,0.001052930136265658,99.96666717529297,0.03333333507180214
19,0.3164019984433718,88.89399719238281,99.71111297607422,79.94200134277344,0.48121356082634187,84.0999984741211,0.005067908250297683,99.81111145019531,0.15555556118488312
20,0.30603271932400705,89.18599700927734,99.73333740234375,80.23199462890625,0.5407484001676801,82.0,0.0050513947241636065,99.83333587646484,0.14444445073604584
21,0.29359748422184867,89.74199676513672,99.73333740234375,80.78799438476562,0.4828723496954206,83.96666717529297,0.02323081768052259,99.28888702392578,0.4888888895511627
22,0.2806208958787382,90.18000030517578,99.68888854980469,81.22999572753906,0.45603316896398305,84.96666717529297,0.012674561284167257,99.53333282470703,0.3777777850627899
23,0.2769151208803172,90.29199981689453,99.71111297607422,81.33999633789062,0.5523341163783007,82.80000305175781,0.0011317797203061295,99.94444274902344,0.04444444552063942
24,0.2688983829925432,90.50599670410156,99.82221984863281,81.53599548339844,0.4905964589454758,84.23333740234375,0.001123868471652034,99.97777557373047,0.02222222276031971
25,0.25987816058918645,90.81999969482422,99.75555419921875,81.85599517822266,0.44799558062788464,85.53333282470703,0.0011986766435917373,99.93333435058594,0.06666667014360428
26,0.25467757362386456,91.05999755859375,99.82221984863281,82.08599853515625,0.5017091111398079,83.96666717529297,0.000651017372834377,99.97777557373047,0.02222222276031971
27,0.24651413229877686,91.30599975585938,99.77777862548828,82.33999633789062,0.46352595426666904,85.02222442626953,0.013276167829503784,99.55555725097656,0.31111112236976624
28,0.23285242423529515,91.72200012207031,99.77777862548828,82.75599670410156,0.45187639014821657,85.80000305175781,0.0017266590705948544,99.93333435058594,0.04444444552063942
29,0.23263540827785917,91.83200073242188,99.75555419921875,82.86799621582031,0.48603476730870526,84.85556030273438,0.0016804660940883428,99.97777557373047,0.02222222276031971
30,0.22362006697660822,92.12999725341797,99.82221984863281,83.15799713134766,0.45830383015350556,85.47777557373047,0.0011220464503745,99.95555877685547,0.04444444552063942
31,0.22330324445158015,92.15599822998047,99.71111297607422,83.19999694824219,0.45764831589980864,85.56666564941406,0.008092403094182578,99.72222137451172,0.23333333432674408
32,0.21523145260408405,92.5219955444336,99.71111297607422,83.56800079345703,0.42858800879666503,86.68888854980469,0.00918944588268229,99.72222137451172,0.23333333432674408
33,0.21429847420938788,92.447998046875,99.86666870117188,83.4679946899414,0.4328791629260694,87.05555725097656,0.002490006831696429,99.93333435058594,0.0555555559694767
34,0.20094260127495622,92.90999603271484,99.82221984863281,83.94200134277344,0.5023749428735652,84.42222595214844,0.01627345549113542,99.4888916015625,0.4333333373069763
