Epoch,Train_Loss,Train_ACC,Train_ASR,Train_R-ACC,Test_Loss_cl,Test_ACC,Test_Loss_bd,Test_ASR,Test_R-ACC
0,1.6514001237157057,39.013999938964844,20.0,40.5099983215332,1.3999861797816318,52.07777786254883,1.9873351261649332,14.0,46.74444580078125
1,1.3133697095124617,52.28799819946289,24.155555725097656,54.253997802734375,1.1385043758741566,60.377777099609375,1.4651926386524254,41.11111068725586,43.18888854980469
2,1.1114660170681947,59.939998626708984,43.24444580078125,59.604000091552734,1.184375480866768,58.02222442626953,0.6119401312210191,75.82221984863281,19.422222137451172
3,0.9499374548797412,66.19400024414062,66.75555419921875,62.42799758911133,1.0983635212334109,62.78889083862305,0.10432635630730172,96.37777709960938,2.944444417953491
4,0.8193355254504991,71.31600189208984,80.0888900756836,65.52400207519531,0.8838662320459393,70.5777816772461,0.45941076732017627,83.71111297607422,13.277777671813965
5,0.7302362827388832,74.66199493408203,85.73333740234375,67.95999908447266,0.8365994490368266,72.0111083984375,0.31534079126488995,89.33333587646484,9.255556106567383
6,0.664987812642856,76.8239974975586,87.5111083984375,69.84400177001953,0.6875926449265278,76.5111083984375,0.2659569546370439,90.16666412353516,8.333333015441895
7,0.6131905238799122,78.73999786376953,89.33333587646484,71.48199462890625,0.7173825158199794,75.5888900756836,0.23403832778124742,91.80000305175781,6.5
8,0.5754160755278205,79.94999694824219,89.75555419921875,72.65399932861328,0.5868428664308198,80.23333740234375,0.3611916712891888,87.30000305175781,10.90000057220459
9,0.5441363373071032,81.04399871826172,91.06666564941406,73.54199981689453,0.6127010059188789,78.75555419921875,0.5485745714583867,81.05555725097656,15.066666603088379
10,0.5123407264499713,82.15599822998047,92.5999984741211,74.39199829101562,0.6357411200731573,78.62222290039062,0.20423230854138522,92.52222442626953,6.488888740539551
11,0.48448070990459996,83.2179946899414,92.64444732666016,75.45199584960938,0.5866056302903404,80.11111450195312,0.37033290342545844,87.20000457763672,10.95555591583252
12,0.46046777725067284,84.00999450683594,93.15555572509766,76.16600036621094,0.5481112628755435,81.83333587646484,0.18059493779716357,93.9111099243164,5.155555725097656
13,0.44237665153677813,84.5479965209961,93.35556030273438,76.66799926757812,0.6060071805833092,79.76667022705078,0.5536385610909529,82.05555725097656,14.377778053283691
14,0.4187340038206876,85.37799835205078,94.20000457763672,77.35800170898438,0.6455892836543876,79.55555725097656,0.23035217737647848,91.8888931274414,6.766666889190674
15,0.4022307852497491,85.93199920654297,94.13333129882812,77.92399597167969,0.5542978354742829,82.17778015136719,0.2174747830755274,92.03333282470703,6.922222137451172
